Gene,Day -4,Day -3,Day -2,Day -1,Day 0,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 13
ING5,-0.431283,-1.02259,-1.75606,-1.44009,-0.552553,-0.578266,-0.193432,0.0373098,0.752051,0.275367,0.987384,1.87985,0.569958,1.16816,0.304195
INTS3,-2.89301,-1.11124,-0.788855,-0.276174,0.233143,0.963326,0.338854,0.338538,0.341893,0.322931,0.777785,0.518405,0.385521,1.08834,-0.239464
IQSEC1,-3.27553,-0.432375,-0.569639,0.0758574,0.0210083,0.138326,0.293628,0.361125,0.197159,0.666341,0.673403,0.625815,0.136761,1.08202,0.00610744
ITGA9,-0.966005,-1.39571,-0.661127,-1.56974,-0.746753,-0.281534,-0.537363,0.141383,0.392888,0.512368,0.972479,1.17084,1.99182,0.705572,0.27088
ITGAX,-2.93771,-0.642562,-0.837678,-0.0491063,0.232283,0.654102,0.526407,0.302287,0.343027,0.604521,0.580301,0.463749,0.612142,1.06959,-0.92135
ITPKB,-2.71612,-0.343684,-0.340749,-0.164226,-1.29308,-0.0612925,0.245725,0.52028,0.0781067,0.91124,1.1535,1.15704,0.91082,-0.122511,0.0649537
JAK1,-1.3673,-1.57751,-0.787759,-0.727183,-0.973639,-0.771748,-0.196773,-0.135622,0.242457,0.717821,1.05137,1.28476,1.16775,1.19291,0.88046
JRK,-2.21169,-0.759475,-1.011,-0.356168,-0.238372,-0.261678,-0.745017,0.0209041,0.364894,0.562096,0.50464,1.5619,1.45363,-0.084041,1.19937
KCNH3,-1.12766,-1.69216,-1.23461,-0.89005,-0.537376,-0.452191,-0.200723,0.0243084,0.570133,1.20521,1.15352,0.80769,1.06615,1.44824,-0.140479
KCNQ1,-2.09552,-0.745899,-1.4125,-0.615954,-0.934802,-0.23121,-0.22495,1.12116,0.232263,0.611878,1.31401,0.534548,0.851637,0.750538,0.844802
KDM4B,-2.36772,-1.17758,-0.804287,-0.823912,-0.295422,0.164082,-0.0476925,0.349453,0.372484,0.483083,0.767963,0.593599,1.65291,1.18081,-0.0477686
KIAA0141,-2.86027,-0.434278,-0.273174,-0.291332,-0.415505,-0.159612,-0.719638,-0.142359,0.311043,0.43703,0.991364,0.608097,0.68263,0.958678,1.30733
KIAA0226L,-2.12912,-0.998646,-1.32881,-1.00761,-0.0770946,-0.128338,-0.00863405,0.189202,0.433577,0.787135,1.39487,0.798507,1.04461,1.07078,-0.0404326
KIAA0556,-2.85728,-0.747313,-1.065,-0.399324,-0.298354,0.282293,0.367906,0.408006,0.216124,0.817579,0.715595,0.570621,1.00942,0.970262,0.009468
KIAA0825,-2.66971,-0.665461,-1.34055,-0.578914,0.334653,0.899694,0.644863,0.4054,0.259776,0.78995,0.901538,0.209073,0.811105,0.542466,-0.543881
KIF21B,-2.99342,-0.821139,-0.35561,-0.246548,-0.217018,-0.150701,-0.0198634,0.614433,-0.161595,0.656134,0.905616,0.850363,0.517969,0.235372,1.18601
KLHL22,-1.80389,-0.58483,-0.591085,-1.12812,-0.679649,0.323209,-0.97976,-0.193387,0.251121,0.845574,1.97317,1.27112,0.255237,0.118308,0.922978
KMT2B,-2.79978,-1.02504,-0.675509,0.266797,-0.386619,-0.153739,-0.208266,0.312667,0.158872,0.461507,0.885747,1.09239,0.909973,1.10523,0.0557645
KMT2D,-2.87259,-0.72362,-1.06476,-0.339693,-0.221778,0.289981,0.399628,0.392511,0.308668,0.817983,0.836703,0.851708,0.827871,0.763239,-0.26585
KPNA1,-2.31608,-1.10681,-0.760087,-1.03349,-0.396544,0.00512402,-0.109431,-0.077537,0.321828,0.684566,0.8995,0.886824,1.455,0.541131,1.006
LARP4B,-2.79509,-0.895511,-0.50566,-0.5982,0.12697,-0.0376197,0.12824,0.647914,0.52293,0.82241,0.38088,1.02359,0.775112,1.06607,-0.662027
LCAT,-3.13235,0.161712,-0.808963,-0.0533578,-0.341394,0.443971,0.0836717,-0.0453541,0.738197,0.0599179,1.2472,0.360758,0.631459,0.736618,-0.08209
LCN2,0.307072,-1.07637,-0.744357,-0.978541,-0.881434,-0.912571,0.312956,0.0915184,-0.00920557,0.555125,0.808437,1.45629,1.89656,0.705135,-1.53061
LDLRAD4,-2.34389,0.0167241,-0.194907,-0.444264,-0.368981,-0.750554,-1.29629,-0.435168,0.323972,0.982436,1.24404,1.2009,1.05763,0.589088,0.419269
LENG8,-2.71607,-0.299492,-0.790286,-0.556232,-0.477821,-0.367298,-0.217099,0.0366872,0.0323149,0.41778,0.958834,0.791395,0.977396,1.29103,0.918858
LFNG,-1.95012,-0.945208,-0.0878604,-0.631766,-1.32121,-1.02007,-0.0386023,0.184863,0.117402,0.660879,0.671186,1.12382,1.60586,0.781122,0.84971
LILRA1,-2.53364,-1.33266,-0.742285,-0.373766,-0.301308,-0.0321118,0.235015,0.474609,0.19365,0.4119,0.698301,0.814018,1.20201,1.38886,-0.102597
LINC-PINT,-2.03005,-1.04529,-1.67849,-0.786382,-0.143944,0.23131,-0.120059,0.0396759,0.159253,0.758472,0.830245,0.750889,1.32415,1.16394,0.546286
LINC00294,-1.07255,-1.31116,-0.664243,-1.1771,-1.16065,-0.412111,0.232663,0.481197,0.736186,1.12017,0.904181,0.485654,1.25388,1.49781,-0.913932
LINC00622,-1.78483,-1.4904,-0.489613,-1.09461,-0.504183,-0.311367,-0.555156,0.0892655,0.892525,1.26728,1.08591,0.221251,0.676245,0.549138,1.44855
LINC00926,-2.33468,-0.839907,-0.559627,-0.786647,-0.716556,-0.510393,-0.500276,0.286481,0.449583,0.410423,1.20043,1.2969,0.692782,1.00655,0.904928
LINC00936,-1.73352,0.660632,-1.43377,-0.472995,-0.979272,-0.0155092,-0.913126,-0.537965,0.066717,1.15246,0.587073,0.383583,1.648,1.23878,0.348917
LINC01000,-2.04155,-1.55907,-1.19926,-0.291498,-0.0246118,0.298574,-0.123141,0.461346,0.156994,1.67539,0.959923,0.873279,0.517485,0.75351,-0.457371
LINC01001,-2.77352,-0.607223,-1.08622,0.0687541,0.499742,0.356982,0.561519,0.256273,0.115381,0.115108,0.220357,0.620239,0.965085,1.432,-0.744476
LINC01002,-2.67111,-0.994679,-1.07933,-0.0497411,0.440736,0.232321,0.34051,-0.0156617,0.0968313,0.373984,0.287754,0.681707,1.17503,1.47636,-0.294714
LINC01151,-2.45185,-1.37293,-1.12859,0.0888638,-0.488054,0.407975,0.477399,-0.225529,0.275716,1.11501,1.1614,0.643447,0.357185,0.943456,0.1965
LINC01237,-0.153589,-1.75955,-1.20835,0.501699,-0.526539,-0.164247,-1.25751,-0.476329,0.322778,0.416824,1.33987,0.568473,1.25056,1.67733,-0.531423
LINC01578,-2.33193,-0.745242,-1.30928,-0.79818,-0.106372,0.214604,-0.298732,-0.0157616,0.0547062,0.453788,0.680257,0.526691,1.23743,1.05128,1.38674
LINC01588,-1.25653,-1.50036,-0.081841,-0.500164,-0.743536,-0.833965,-0.756025,0.45047,-0.356927,0.862241,1.3838,0.897228,1.26616,1.58787,-0.418431
LINC01590,-1.71247,-1.32433,-0.407901,-2.03047,0.135556,0.156345,-0.276308,0.424131,0.756787,0.902521,1.07406,0.272825,1.27495,0.693429,0.0608762
LINGO3,-2.19372,-1.35667,-1.04982,-0.506203,-0.350318,0.409804,-0.364004,0.340388,0.499338,-0.0175482,0.785427,0.294639,1.67423,0.99019,0.844268
LOC100128281,-2.70532,-0.602699,-0.978196,-0.181238,-0.222618,0.225021,-0.44338,0.02355,0.20144,0.545471,0.625695,1.5805,0.467867,0.225535,1.23837
LOC100128751,-2.10516,-0.638482,-1.6199,-1.03041,-0.662514,0.437016,0.267042,0.129195,0.319814,0.4245,1.28338,0.92436,1.12253,0.737384,0.411246
LOC100129083,-2.56724,-0.177671,-1.2712,-0.540028,-0.598516,-0.399148,1.04912,0.56882,0.0241225,0.00864966,0.787277,0.559163,1.13555,1.09529,0.325806
LOC100130193,-1.85101,-0.748248,-1.19488,-1.12071,-0.221874,0.630038,-0.666965,-0.231428,0.137656,0.307379,0.745147,0.82242,0.404536,1.94837,1.03958
LOC100133032,-2.60241,-0.554363,-0.641241,-0.371786,-0.410796,0.183719,-0.368127,-0.426447,-0.0936311,1.08739,0.847423,1.33134,1.21993,0.824738,-0.0257434
LOC100133299,-1.25631,-0.383819,-0.669049,-0.510721,-0.135051,-0.254852,-1.26417,-0.209323,0.348646,0.959366,1.41538,1.01065,1.64548,0.840197,-1.53642
LOC100133315,-2.38086,-0.47371,-0.830142,-0.540177,-0.526415,-0.494562,-0.229984,-0.272021,0.132855,0.88276,1.52371,0.951999,1.32052,0.836,0.100022
LOC100506142,-2.18163,-1.38533,-0.869739,-0.876346,-0.777105,0.452386,-0.0270923,0.343815,0.596012,0.692819,0.884194,1.054,0.994589,1.07312,0.0263057
LOC100506458,-2.84616,-0.341006,-0.483468,-0.376338,-0.348075,0.450221,-0.753956,-0.0426122,0.173066,0.790312,1.45222,0.716569,0.920381,0.620351,0.0684981
LOC100506860,-1.12123,-1.33485,-1.3641,-1.20056,0.000107848,0.143613,-0.348445,-0.0931126,0.0468352,0.832406,0.924659,0.965346,1.73272,1.32767,-0.511069
LOC100507103,-2.40968,-0.925138,-0.668843,0.602765,-0.221342,-0.372656,-0.895013,-0.349796,-0.0244352,0.433081,1.45862,0.743643,1.01147,1.13726,0.480065
LOC100509780,-2.5083,-0.929683,-1.09464,-0.782569,-0.202177,0.262696,0.0474716,0.295218,0.140143,0.439541,0.887146,0.548321,1.62101,0.8525,0.423321
LOC100996273,-2.30381,-1.233,-0.0329263,-1.23635,-0.399829,0.0459059,0.344704,-0.266663,0.197168,1.29731,0.286118,0.919864,0.0917929,1.071,1.21872
LOC101060128,-2.76265,-0.793184,-1.17683,-0.193935,0.236405,0.369838,0.169772,0.232126,0.161836,0.307871,0.475009,0.881002,0.739532,1.52967,-0.176457
LOC101060341,-2.66233,-0.769812,-1.32567,-0.174099,0.243869,0.246369,0.236849,0.133119,0.180163,0.369958,0.491697,0.899476,0.893588,1.49993,-0.263098
LOC101927620,-2.17577,-0.362454,-0.815069,-0.211762,-0.19886,0.192933,-0.922928,0.11763,0.371003,0.603049,0.473786,2.57057,0.0532865,0.376161,-0.0715689
LOC101927856,-1.85943,-1.27618,-0.0684712,-0.26791,-1.11997,-0.525023,-0.291426,1.05089,0.0840713,0.0875372,1.44809,1.2131,0.875325,-0.557851,1.20725
LOC101928037,-0.392573,-1.16305,-0.663531,-0.289638,-0.560626,0.0791106,-0.960471,-0.601014,-0.151984,0.691204,1.21208,1.36187,0.642127,2.10273,-1.30623
LOC101928344,-2.35989,-0.941602,-1.4803,-0.217922,0.981367,0.594833,0.549462,0.153211,0.217641,0.376337,0.436059,0.674094,1.05551,0.906567,-0.945365
LOC101928389,-3.13375,-0.799765,-0.605237,-0.331689,-0.172901,0.202939,0.358681,0.684275,0.558454,0.729899,0.901477,0.371955,0.431204,0.614967,0.189496
LOC101928451,-2.75003,-0.682364,-1.14621,-0.170021,0.738654,0.379952,0.285153,0.179086,0.299111,0.564546,0.488179,0.914527,0.625044,1.11557,-0.841195
LOC101928553,-1.31524,-2.01443,-0.150498,-0.608395,-0.359046,-0.290366,-0.213011,1.63431,1.36444,0.0449574,0.066822,0.969166,0.819018,0.865847,-0.813584
LOC101928663,-0.12211,-0.0891878,-0.591296,-0.988655,0.207633,-1.4183,-1.04126,-0.458665,0.17658,1.06969,0.683671,2.07755,0.912592,0.891209,-1.30946
LOC101930100,-1.72606,-0.165173,-1.46374,-0.372896,-0.910579,-0.34625,-0.554501,0.402281,-0.143587,1.31935,1.5636,1.3035,0.838597,0.698857,-0.443402
LOC102467147,-2.12198,-1.25976,-1.20797,-0.785281,0.441164,0.819204,-0.340636,0.702718,0.439038,0.49537,0.827261,0.496935,1.27266,0.930761,-0.709485
LOC102723521,-1.41425,-1.43014,-1.04027,-1.26752,-0.881133,-0.483563,-0.230461,0.607297,0.487131,1.21822,1.04793,1.1604,0.71525,0.67101,0.840101
LOC102723794,-1.96437,-1.2422,-1.1208,-0.675661,-0.470673,0.146559,-0.0198884,0.00575792,-0.284628,0.643008,1.16443,0.511177,1.72064,1.18766,0.398988
LOC102724002,-2.39698,-1.54832,-1.0795,-0.703712,-0.275651,0.506834,0.103253,0.788246,0.34756,0.877931,0.669059,0.759433,0.604658,0.527271,0.819911
LOC102724679,-0.539517,-1.92764,-1.105,-1.04478,-0.732607,0.183498,0.188351,0.285914,0.879868,0.653734,0.614962,0.406553,1.84354,1.09691,-0.803788
LOC105369204,-1.11276,-1.08136,-1.356,-1.0521,-0.767118,-0.0233191,-0.324601,0.232519,0.29479,1.19219,0.824305,0.394444,1.79483,1.45369,-0.469496
LOC105369595,-2.40635,-0.937445,-1.35017,-0.559523,-0.236181,0.470325,-0.53609,0.714448,0.243493,0.70286,0.896159,0.590611,0.88062,1.24989,0.277352
LOC105369645,-2.77412,-0.893732,-0.653853,-0.629679,0.210005,0.202709,0.174822,0.459667,0.760762,0.643712,1.19693,0.912766,0.650604,0.434636,-0.695229
LOC105370265,-1.66279,-0.467945,-1.13454,-1.49433,-0.801549,0.168074,0.0361512,1.02956,0.594933,0.832128,0.984252,0.113803,1.90216,0.187334,-0.287233
LOC105370571,-1.42458,-1.42107,-0.0696953,-0.415203,0.27625,-0.0233482,-0.982326,-0.0115871,0.315121,0.767323,1.09991,1.21486,1.86022,0.179904,-1.36577
LOC105370905,-3.05157,-0.43795,-0.919085,-0.45033,-0.212936,0.451016,0.119943,0.77193,0.221337,0.50629,0.890077,0.568379,0.900379,0.596809,0.0457137
LOC105371622,-2.01244,-0.808753,-1.37483,-0.409923,-0.498117,0.210831,-0.117822,-0.0843309,-0.0624651,0.772094,1.21004,0.646715,1.75895,1.11006,-0.340016
LOC105375785,-1.917,-1.6014,-1.36284,-0.738759,-0.317377,0.472297,-0.211307,0.592016,0.329297,0.861805,1.11724,0.18988,1.2386,0.498973,0.848575
LOC105375878,-1.1083,-1.18813,-0.945853,-1.13739,-0.428293,-0.720058,-0.33717,0.45431,0.730531,0.682014,1.52292,1.37685,1.39982,0.531655,-0.832903
LOC105376066,-2.32381,-0.788173,-0.912072,-0.868378,-0.452945,-0.231774,-0.461184,0.574011,0.305077,0.987579,1.42278,0.795014,1.12286,0.776626,0.0543945
LOC105378120,-2.1829,-1.27452,-1.3903,-0.879068,-0.238894,0.583561,0.200546,0.712517,0.571244,0.417842,0.769351,0.638346,0.669712,1.41784,-0.0152743
LOC105378298,-1.63546,-1.20085,-0.355659,-0.297124,-1.30448,-0.676089,-0.820867,1.15351,0.566884,1.3218,1.26036,1.08539,0.62044,0.491386,-0.209248
LOC105378808,-1.30624,-0.612943,-1.07989,-0.899079,-0.751055,-0.934318,-0.844251,1.19342,0.462544,1.24589,1.33132,-0.0821782,0.747348,1.50499,0.0244464
LOC105379278,-1.86983,-1.16503,-0.75505,-0.792991,-0.030563,-0.17806,0.469969,-0.337201,-0.0751961,1.06648,0.281086,2.09597,0.753074,1.0604,-0.523068
LOC401261,-2.64493,-0.819455,-1.38317,-0.648742,-0.0342334,0.786106,0.192291,0.139277,0.144371,0.670346,0.959032,0.624226,0.905295,0.787749,0.321842
LOC643802,-2.38444,-1.18883,-1.17878,-0.507208,0.24862,0.498637,0.389694,0.295222,0.511651,0.794701,0.816818,-0.242827,1.03553,1.34945,-0.438253
LOC729218,-2.61128,-0.814946,-1.34271,-0.127611,0.308626,0.313173,0.227707,0.124921,0.150597,0.41696,0.516806,0.877937,0.895241,1.49005,-0.425467
LOC729737,-2.66702,-0.617366,-1.03069,0.196393,0.631753,0.584018,0.304553,0.124225,0.0400063,0.304123,0.239381,0.568992,0.929211,1.44941,-1.05698
LPAR2,-2.53641,-1.21899,-1.01291,-0.211564,-0.0389742,0.661498,0.0718034,0.380264,0.252712,0.205982,1.24911,0.822418,0.641752,1.20254,-0.469238
LPCAT2,-2.67665,-1.57736,-0.918673,-0.324527,0.46352,0.907566,0.807555,0.0505847,0.349924,0.312934,0.510874,0.679028,0.649721,0.536715,0.228785
LRCH4,-2.43487,-0.750126,-1.10059,-1.13031,-0.283016,0.0656126,0.01161,0.345728,0.47401,0.0722269,0.855234,1.09541,0.726537,1.12684,0.925696
LRP1,-2.34214,-1.30924,-0.538368,-0.454121,-0.301838,-0.22552,0.6654,0.545588,0.722252,1.03238,0.611879,0.764606,0.847411,1.02938,-1.04767
LRP3,-1.28841,-2.28217,-0.387519,0.112017,-0.868396,-0.271354,-0.624883,0.588003,1.19183,0.75549,1.40148,0.708456,0.973463,-0.00875129,0.000739507
LRRC69,-0.129749,0.637097,-0.83908,-1.0935,-1.43747,-1.00029,-0.470037,-0.0894349,0.319125,0.785037,1.9808,0.141364,1.51269,0.672873,-0.989425
LRRFIP1,-2.13247,-1.28691,-1.36619,-0.965556,-0.286657,0.264058,0.19069,0.181035,0.140332,0.745885,0.793307,0.822814,1.06595,1.11276,0.720948
LSP1,-1.8136,-1.19172,-0.877118,-0.600535,-0.637218,-0.835466,0.112303,0.610555,0.322544,0.476288,0.561199,0.908362,1.71089,1.48916,-0.235654
LST1,-1.78152,-1.44879,-1.31972,-0.664542,-0.776369,-0.0566542,0.379371,0.31042,0.17402,0.47626,0.979876,0.404866,1.41431,1.45177,0.456703
LUNAR1,-0.49658,-1.2289,-1.6272,-0.449287,-0.532845,0.820451,0.283143,-0.203145,-0.278773,-0.266305,0.779729,1.69948,1.02705,1.56012,-1.08693
LYST,-2.52564,-0.793845,-1.59497,-0.723427,0.0742053,0.617481,0.524663,0.617188,0.217173,0.540567,0.857611,0.551523,1.06399,0.606993,-0.0335124
MAN2C1,-2.6816,-0.342829,0.025115,0.0896782,-0.363314,-0.152452,-1.23196,0.505848,0.125218,0.111559,0.516897,0.760771,1.24745,1.51889,-0.129266
MAP2K2,-1.50358,-0.639916,-1.88677,-0.449509,-0.694776,1.12562,-0.447458,0.48429,0.0842039,0.27464,0.771247,1.42019,0.648831,1.39076,-0.577767
MAP3K14,-1.51891,-0.673646,-0.710105,-0.746688,-1.26048,-1.32909,-0.270696,0.391363,0.561183,0.895001,1.17794,1.29054,1.00647,1.18896,-0.00184304
MAP7D1,-2.32121,-1.45255,-0.512523,-0.128493,-0.510671,-0.711458,0.221277,0.413971,-0.183836,0.642585,0.383167,1.39849,0.674448,1.20784,0.878952
MAPK1,-2.31756,-1.28098,-1.18379,-0.454469,-0.222021,0.150441,-0.0236477,-0.0792883,0.158925,0.782716,0.888145,0.759936,1.32162,1.21124,0.288743
MAPK3,-2.18846,-1.37672,-0.797426,-0.45902,-0.231498,0.398738,0.666553,1.00533,0.596226,1.10704,0.502482,0.399868,0.24499,1.23621,-1.10431
MARVELD1,-2.45062,0.0227813,-0.358545,-0.158472,-0.257333,-0.43645,-0.0402167,-0.353598,0.825073,1.06248,1.08579,0.644341,1.22983,0.64331,-1.45838
MAST3,-2.6749,-0.88949,-0.967407,-0.500157,-0.470372,0.0108987,0.20909,0.158047,0.250227,0.772698,0.800152,0.739107,1.06987,1.23266,0.259579
MBD6,-2.30482,-1.32371,-1.60253,-0.632026,0.00461293,0.14711,0.621718,0.783733,0.334255,0.632729,0.891856,0.380435,0.820785,0.770645,0.475207
MCTS2P,-1.83181,-1.21323,-0.968391,-0.468683,-0.803919,0.0608483,-1.24708,0.255751,0.825106,0.931435,0.898921,1.15299,0.720026,0.603697,1.08434
MED12,-2.93823,-1.00622,-0.457456,-0.438866,-0.314004,0.484468,0.947809,0.362446,0.32432,0.965385,0.687587,0.635014,0.2326,0.752269,-0.237117
MEMO1,-2.4473,-1.07049,-0.997818,-0.367939,-0.223575,0.0908611,0.606771,0.130867,0.528897,1.31009,0.849317,0.811595,0.945364,0.626083,-0.792722
METTL21EP,-0.598164,-1.3982,-1.1392,-0.586524,-0.399176,-0.640645,-0.944776,-0.00800165,0.312376,0.374872,1.82681,1.00202,1.86574,0.649792,-0.316905
MFNG,-1.40956,-0.915203,-0.308547,-0.236876,-1.5629,-1.23681,-0.52957,0.328802,0.730958,1.07459,1.37771,0.578433,0.948917,1.34432,-0.184255
MGRN1,-2.78314,-0.954023,-0.651465,-0.21804,-0.227304,0.086558,0.42651,0.409272,0.232251,0.982368,0.596343,0.621433,1.05278,1.08023,-0.653777
MIR103A2,-1.69659,-0.959431,-1.66006,-1.38829,-0.28913,0.176411,0.247264,0.264377,0.619752,0.808632,0.922342,0.803878,0.855697,1.41124,-0.116095
MIR1200,-2.41071,-1.06623,-1.19706,-1.15951,-0.0919299,0.462085,0.289508,0.506935,0.401332,0.422426,1.23673,0.627963,0.956925,0.437844,0.583694
MIR1254-1,-2.96172,-0.681056,-0.565843,-0.734828,0.0224491,0.215512,0.379621,-0.210052,-0.0128732,0.488826,0.749917,0.750972,0.71964,0.703008,1.13643
MIR1270,-2.5432,-0.244828,-0.994245,-0.624203,-0.523357,0.208245,-0.466268,0.253284,-0.10083,0.168861,0.501664,0.842491,1.32134,0.696257,1.50478
MIR2909,-2.46764,-0.669598,-0.840831,-0.592369,-0.112361,0.0429313,0.0894334,-0.843407,-0.0745133,0.552649,0.941945,0.785693,1.57148,1.00695,0.609638
MIR29A,-1.50694,-1.0798,-1.66343,-0.788855,-0.134902,-0.598632,-0.344021,0.504848,0.0254612,0.538867,0.365385,0.659287,1.5704,1.44038,1.01195
MIR29B1,-1.13821,-1.51393,-0.408989,0.144301,-1.07573,-0.255406,-0.428195,0.443466,-0.602804,0.282138,1.96538,1.16787,1.11045,1.06897,-0.759303
MIR29C,-2.01547,-0.793923,-1.50894,-1.15389,-0.397012,0.0460848,-0.0704572,0.0739602,0.209594,0.6835,1.1211,0.817815,1.23024,1.01015,0.747243
MIR3136,-2.87658,-0.61853,0.55206,-0.0922039,-0.621913,0.79524,0.0208637,-0.376366,-0.24667,0.852699,1.1012,0.533632,0.751601,0.816979,-0.592017
MIR3139,-2.42297,-0.458111,-1.15234,-0.554107,-0.382514,0.496824,0.0809861,0.0984178,0.215848,-0.160316,1.2859,0.888272,1.37362,1.13105,-0.440571
MIR3174,-0.975359,-1.55704,-1.17854,-0.990824,-0.606845,0.816761,-0.517317,0.168084,0.889195,0.307087,1.22552,1.46473,0.607682,1.16355,-0.816675
MIR3192,-2.06805,-0.74956,-1.47473,0.21983,-0.722597,-0.206978,-0.554926,-0.174447,0.0434487,0.570961,0.545357,1.25572,1.36432,0.792955,1.15869
MIR3198-1,-0.825366,-1.90402,-1.34429,-0.916881,-0.61593,-0.0417842,0.18433,0.568634,0.539466,0.81216,0.760132,0.95233,1.75081,0.673983,-0.593575
MIR32,-1.185,-0.385229,-1.27648,-0.716075,-0.681244,0.766468,-0.527903,-0.42884,0.0208427,1.2418,1.06738,1.14458,1.02078,1.33974,-1.40081
MIR3690,-1.78981,-1.25634,-1.67504,-1.11831,-0.326221,0.748489,0.372431,0.761067,0.0505608,0.548248,1.14717,0.421617,1.24619,0.591416,0.278529
MIR3975,-1.75868,-0.596141,-1.65008,-0.956253,-0.606731,0.217586,0.218351,0.0491182,-0.00125768,0.0242881,1.17624,0.358016,1.90161,0.843004,0.780926
MIR3978,-1.48365,-1.40059,-1.95165,-1.08192,-0.26046,0.575552,0.201074,0.116274,0.365245,0.700627,0.966958,0.46546,0.997538,1.02192,0.767627
MIR4439,-0.948848,-0.484832,-0.842788,-0.580302,-1.15963,-0.737849,-1.13883,-0.195822,0.0348487,0.469434,1.29277,1.24518,1.70605,1.48902,-0.148407
MIR4473,-0.147943,-1.29786,-1.14138,-0.653692,-1.25583,-0.423897,0.190387,-0.58105,0.40156,0.451613,1.99145,0.305758,1.48304,1.22753,-0.549689
MIR4480,-1.55212,-1.59461,-1.31254,-0.936822,-0.450534,0.0737672,-0.237964,-0.0303297,0.0214729,0.716286,0.932865,1.0238,1.02314,1.1202,1.20339
MIR454,-1.66899,-0.0324761,-0.419441,-1.72326,-1.21707,0.205258,0.079051,0.419508,0.938123,1.69901,0.721422,1.41908,-0.127439,-0.113311,-0.179459
MIR4714,-1.58724,-1.06599,-1.63941,-1.51548,0.136587,0.681396,0.0784129,-0.261833,0.237474,0.956517,0.660104,0.585015,1.07913,1.33681,0.318504
MIR548H1,-0.751279,-1.38806,-1.31365,-1.47895,-0.847186,-0.154741,-0.0525743,0.429758,0.122232,1.28127,1.05941,1.29265,0.684921,1.30804,-0.19184
MIR548K,-1.99179,-1.36786,-1.61276,-0.163914,-0.513631,0.438798,-0.0851537,0.616842,0.32953,0.652526,1.01953,0.953445,0.652721,1.31257,-0.240841
MIR563,-1.43457,-1.47679,-1.14733,-0.465544,-0.532692,0.202406,-0.300637,0.917375,0.509928,1.2015,1.08036,1.46083,-1.05004,0.922623,0.112581
MIR573,-3.00709,-0.708693,-1.00864,-0.0791699,-0.0607215,0.405912,-0.0971818,0.892281,0.484225,0.600512,0.477319,0.838252,-0.0152502,0.878592,0.399656
MIR590,-2.71189,-0.456771,-1.20851,-0.631183,0.0937434,-0.153932,0.160598,0.447558,0.21411,0.612471,0.663153,0.86042,1.53982,0.589164,-0.0187525
MIR601,-2.13413,-1.13732,-0.761042,-1.01696,-0.371634,0.509325,-0.0225022,0.0748858,0.150072,0.369303,1.12084,0.627447,1.86601,0.901733,-0.176018
MIR635,-2.59192,-0.866361,0.0622948,-0.554545,-0.788011,0.388325,-0.222526,0.282103,0.148163,0.806545,0.737405,1.42965,1.38644,0.129009,-0.346565
MIR646,-2.17095,-1.26903,-0.829315,-0.967202,-0.241975,0.166098,0.445554,0.129212,0.153337,0.658152,0.819655,0.793749,1.42879,1.32551,-0.441584
MIR93,-1.94793,-1.59396,-0.448078,-1.06036,-0.246645,0.862151,-0.412692,-0.130518,0.777101,0.024054,1.38585,0.712861,0.0595661,1.37949,0.63912
MIRLET7G,-2.22164,-0.751238,-0.97919,-0.888904,-0.444696,0.183123,-0.751638,0.372281,-0.152094,0.39271,1.07736,1.07833,0.896841,0.853896,1.33486
MPRIP,-2.10038,-0.260932,0.0097385,-0.5091,-1.35766,-0.550135,-0.599804,-0.381409,0.520042,0.725533,1.55841,1.4228,0.19073,0.198988,1.13318
MPZL1,-2.05974,-1.45459,-1.22089,-1.15189,-0.330928,0.523195,0.241384,0.444683,0.333333,0.901213,1.13486,0.544543,0.972919,0.786034,0.335877
MPZL3,-2.55954,-1.43427,-1.07679,-0.424774,0.151429,0.250872,0.160164,0.236078,0.414928,0.710903,0.946182,0.614713,0.963096,1.00208,0.0449387
MRC1,-1.91587,-0.279707,-0.698251,-1.09343,-0.731478,-0.710732,-0.807927,0.145231,1.41215,1.22913,1.44303,0.783367,0.714527,0.175803,0.334153
MRPL20,-1.90627,-0.536326,-0.735685,0.405647,-0.740447,-1.07947,-0.717652,0.321393,0.296202,1.40536,1.66408,0.840812,0.69105,0.759891,-0.668582
MSRA,-2.48034,-0.366219,-0.674753,-0.611079,0.522757,0.974819,-0.454824,-0.0875289,0.139854,0.705968,0.898548,1.11784,0.875848,0.706391,-1.26728
MTCH1,-2.68206,-0.54844,-0.239797,-0.310106,-0.35034,-0.0469406,-0.522846,-0.135334,0.155264,0.897913,1.16237,0.700272,1.11005,1.32786,-0.517867
