Gene,Day -4,Day -3,Day -2,Day -1,Day 0,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 13
CXCL11,1.9625,1.03398,1.00454,0.809582,1.46614,0.0656693,-1.11299,-0.352918,-0.406588,-0.879518,-0.469777,-0.678689,-0.808785,-0.435855,-1.1973
CXXC1,1.7552,0.857591,1.75892,0.265402,0.057964,0.462868,-0.285629,0.539207,-0.0796122,0.159931,-0.578205,-1.25461,-1.1659,-1.3518,-1.14133
DAAM1,1.47975,1.37182,1.10816,0.816617,0.404528,0.7361,0.204201,0.00971742,-0.195868,-0.224137,-0.617643,-1.13741,-1.18801,-1.75856,-1.00927
DAB2,1.4089,1.37732,1.15455,0.923479,0.727727,0.627415,0.191677,-0.235766,-0.422956,-0.398396,-0.470923,-0.685245,-1.39049,-1.3207,-1.4866
DARS,1.71348,0.892606,1.24075,0.251697,0.0150053,-0.0451269,0.0506233,0.67061,0.296348,0.105597,-0.0263863,-0.356107,-1.30703,-2.0183,-1.48376
DAZL,2.42532,0.779089,0.12315,0.025035,-0.0176065,-0.39146,0.642388,0.56932,0.47082,0.0213789,-0.667482,0.0430232,-0.747313,-1.71457,-1.56108
DCAF8L1,1.15016,1.25226,1.83169,0.820079,0.563992,0.273471,0.286482,-0.852217,-0.766367,-1.03787,-0.705852,-1.37149,0.390486,-0.899064,-0.935757
DCLRE1A,2.03062,0.976142,1.15345,1.27614,0.235256,0.375992,-0.459615,-0.419838,-0.599332,-0.26948,-0.614297,-1.25776,-0.386583,-1.63586,-0.404835
DCLRE1C,1.75711,1.7289,0.632982,0.899035,0.22522,0.2333,0.202498,0.194831,-0.311831,-0.643123,-0.659996,-0.503305,-0.876406,-0.982635,-1.89658
DCP1A,1.4316,1.30152,1.22523,0.792684,0.481737,0.309047,-0.162541,0.312509,-0.674054,-0.719523,-1.19583,-0.771101,-1.58684,-1.34267,0.598221
DCXR,2.13248,1.25292,1.50053,0.896589,-0.0903245,-0.207621,-0.639046,-0.0743868,0.0283998,-0.304767,-0.759824,-0.657359,-1.08032,-1.21917,-0.778117
DDA1,2.10258,1.14806,1.491,0.74177,0.261313,-0.0753939,-0.0424146,-0.0329265,-0.368241,-0.277147,-0.840089,-1.16741,-0.816129,-1.38356,-0.74141
DDX52,2.46824,1.06269,0.848994,0.462874,0.398364,0.370116,-0.178524,0.0652382,-0.102468,-0.512691,-0.596088,-0.699236,-1.2794,-1.3703,-0.937805
DDX58,1.92427,1.37044,0.600097,0.789596,0.899214,0.841682,-0.0106224,-0.20731,-0.560386,-0.836504,-0.732778,-0.860369,-0.899521,-0.947789,-1.37002
DDX60,1.83739,1.29391,0.747351,0.851554,0.902043,0.782788,0.148026,-0.141054,-0.557638,-0.825537,-0.860982,-0.938888,-0.86131,-1.27294,-1.1047
DEFB119,0.722035,2.00372,0.938617,0.146511,0.703026,-0.0398812,-0.839957,0.175672,0.472535,-0.229664,-1.40711,0.87865,-0.900987,-1.15542,-1.46774
DENND1B,0.94029,1.34252,1.33843,0.689896,0.603057,0.762692,0.157175,0.134621,-0.223775,-0.174167,-1.02945,-1.28023,-1.45976,-1.77403,-0.0272685
DENND2C,2.05436,1.0776,1.23328,0.759801,0.455384,0.682016,-0.43064,-0.168947,-0.342273,-0.656635,-0.950548,-1.14077,-1.08698,-1.28838,-0.197277
DENND4C,2.29723,1.00193,1.41406,0.466784,0.127048,0.376759,0.148052,-0.161142,-0.716034,-0.242025,-0.58095,-0.900178,-1.0791,-1.29461,-0.857817
DGKK,1.90619,0.85461,1.6252,1.59016,-0.205367,-0.526913,-1.34332,-0.178854,-0.302965,-0.575085,-0.853614,-0.76354,-0.329148,-0.628637,-0.268714
DGUOK,2.0867,1.27298,1.12622,0.434713,0.385358,0.364328,0.299503,-0.115355,-0.21195,-0.40821,-0.598826,-0.749867,-1.19219,-1.31069,-1.38272
DHFRL1,1.82671,1.48833,1.54358,0.191146,0.29962,-0.124323,-1.03742,0.398389,-0.472836,-1.0996,0.0993191,-0.477591,-0.810171,-0.322658,-1.5025
DHX29,2.23021,1.50013,1.20247,0.304315,0.302116,-0.0201829,-0.164849,0.0381496,-0.840711,-0.490374,-0.411645,-0.791293,-0.815958,-1.57915,-0.463218
DHX58,1.78131,1.47433,0.834001,1.11252,0.951411,0.483852,-0.159893,-0.331277,-0.903892,-0.849415,-0.984915,-0.792965,-0.9893,-0.875395,-0.750362
DLAT,1.59942,0.769416,1.28049,0.202773,0.501457,-0.218909,0.0711945,0.661908,0.740913,0.362066,-0.936438,-1.03388,-1.87346,-0.94338,-1.18357
DMXL1,1.98684,1.34617,1.29423,0.406571,0.333458,-0.126965,-0.205824,-0.246723,-0.568327,-0.0870413,0.136022,-0.816776,-1.53363,-1.65248,-0.265515
DNAJA1,1.76112,0.989701,0.531689,1.23102,1.10566,0.646121,-0.187196,-0.183056,-0.197967,-0.88329,-0.925882,-1.22786,-0.449488,-0.565531,-1.64505
DNAJB9,1.5039,0.981901,1.0666,0.497101,-0.0214433,0.0590243,-0.431987,1.04461,0.774233,0.154326,-0.759836,-1.28079,-1.68411,-1.50795,-0.39556
DNAJC1,1.69366,0.456076,1.03147,0.576127,0.716709,0.459895,-0.120713,0.778457,0.643531,-0.0684236,-1.35096,-1.38533,-1.10987,-1.37761,-0.943021
DNAJC15,1.61893,1.09773,1.17627,0.974676,0.692689,0.231114,-0.10979,0.304851,-0.0558987,-0.294355,-0.534281,-1.49157,-0.793059,-1.45698,-1.36032
DNAJC2,2.33228,1.81324,1.01509,0.380582,-0.0706422,-0.499903,-0.776722,-0.0510897,-0.490882,-0.262196,-0.301963,-0.621634,-0.625523,-1.34694,-0.4937
DNAJC7,1.71407,0.943709,1.43033,0.624296,0.535597,0.0729456,0.536605,0.238423,0.0564894,-0.627479,-0.579418,-1.04421,-1.61323,-1.3107,-0.977422
DRAP1,2.38824,1.39544,0.925556,0.66458,0.317533,-0.0689398,-0.292651,-0.399543,-0.656243,-0.884323,-0.609996,-0.50635,-1.43585,-0.891144,0.0536875
DTWD2,1.74701,1.32663,1.55621,0.604875,0.134206,-0.153098,-1.30102,0.156813,-0.0285085,-0.337415,0.0526442,-0.225779,-0.892844,-1.62968,-1.01005
DUSP5,1.37906,0.63743,1.75462,1.17902,0.233361,-0.0267245,-0.628148,0.465053,0.418568,-0.462095,-0.48404,-1.19003,-1.6194,-1.33979,-0.316873
DYTN,1.7116,0.655779,1.46804,0.902819,1.06253,0.375584,-0.0582625,-0.426104,-0.437615,-0.812274,-0.581888,-0.910234,-0.298351,-1.86996,-0.781656
EAF1,1.6092,1.36983,1.5196,0.501075,0.312478,0.336535,0.417627,0.0027079,-0.728306,-0.377309,-0.766277,-1.15586,-1.27477,-1.51855,-0.247978
EEA1,1.92358,1.85552,1.09404,0.0455557,-0.00586423,-0.0744064,0.462578,-0.361134,-0.624302,-0.0149657,-0.668208,-0.740284,-0.557646,-1.83341,-0.501052
EFNA3,1.49127,1.54166,1.34198,0.666183,-0.0437255,-0.289322,-0.533288,-0.101304,0.295522,-0.334108,-0.367377,0.0218744,-0.805064,-2.34555,-0.538748
EFR3A,1.63191,1.2641,1.15763,0.373325,0.65448,0.524314,0.458032,0.00699112,-0.12149,-0.388363,-0.724159,-1.22077,-1.29702,-1.78997,-0.529016
EHD4,1.74648,1.18723,1.16893,0.82166,0.426978,-0.293205,0.221294,0.549175,0.167583,-0.631782,-1.00741,-0.930172,-1.21697,-0.534832,-1.67497
EIF2AK2,1.71055,1.26404,0.802991,0.826975,0.972284,0.782138,0.244606,-0.11042,-0.411655,-0.717308,-0.966868,-0.960662,-0.984108,-1.2072,-1.24536
EIF2AK3,1.71613,0.934808,0.587154,-0.0956874,-0.0401975,0.104744,-0.117505,0.786168,1.14815,0.583709,-0.339634,-0.80909,-1.35586,-1.77657,-1.32632
EIF2B2,2.0632,0.95574,1.00949,0.857256,0.10689,-0.00745716,0.0392216,0.501619,-0.139615,-0.0544328,-0.407503,-0.682689,-1.65286,-1.10272,-1.48615
EIF2S1,1.67217,0.978097,1.47613,0.686531,0.281499,-0.605858,0.119579,0.410885,0.330681,-0.092403,-0.178424,-1.03852,-0.914356,-1.65571,-1.4703
EIF2S2,1.83715,0.971948,1.26978,0.432222,0.473987,0.0120668,0.161007,0.51317,0.259361,-0.392648,-0.611936,-0.906119,-1.3554,-1.8628,-0.801794
EIF5B,1.79127,1.13294,1.26556,0.0824954,-0.0145059,-0.170243,0.0190243,0.569996,0.39994,0.275414,-0.453045,-1.21255,-1.3584,-1.89838,-0.429522
ELF4,1.19914,1.64439,1.22013,1.29735,0.490289,0.631204,0.0153868,-0.465451,-0.753426,-0.805781,-1.05478,-0.775352,-0.93002,-1.38928,-0.323796
ELL2,1.30381,0.899438,0.820153,-0.00190063,0.326424,0.451841,0.292838,0.841242,0.654491,0.160349,-0.913889,-1.08219,-1.86625,-1.94113,0.05478
ELMO2,1.00194,1.4411,1.26363,1.19965,1.01378,0.583131,0.191317,-0.218616,-0.633749,-0.752104,-0.701949,-0.780239,-1.31007,-1.20418,-1.09365
EMC4,1.75911,1.06301,1.28906,0.601752,0.274602,0.0467738,0.266431,0.424956,0.325353,-0.254062,-0.581438,-1.12981,-1.17827,-1.34723,-1.56022
EMC7,1.86792,1.14085,1.08231,0.454123,0.526868,0.35696,0.207686,0.28733,0.0653243,-0.266515,-0.681535,-0.831648,-1.38702,-1.69597,-1.1267
EMP1,1.33199,0.809931,0.680077,1.14809,1.16898,0.288104,0.415421,-0.27814,-0.000858398,-0.263488,-0.76899,-0.441881,-1.6074,-2.12698,-0.354849
ENPP5,2.21804,1.34108,1.27345,0.997981,-0.0989728,-0.241892,-0.322618,-0.406731,-0.34633,-0.378187,-0.697646,-0.199133,-0.708359,-1.41675,-1.01393
EPHB2,1.696,1.35112,1.59995,0.829548,0.926414,-0.0545665,-0.182718,-0.629831,-0.729367,-0.475357,-0.993846,-1.03504,-0.541113,-0.659138,-1.10205
EPS15,1.47031,1.27105,0.927013,0.74919,0.792348,0.186413,0.741851,0.412828,-0.5823,-0.58934,-0.308456,-0.89142,-1.3704,-1.502,-1.30708
ERAP1,1.97677,0.909241,1.65839,0.211915,-0.023395,0.0209851,-0.272267,0.155295,-0.365338,-0.375668,-0.461534,-0.782565,-1.37296,-1.77268,0.493809
ERBB2IP,1.49056,1.1294,0.364959,0.830926,0.418511,1.1057,0.378068,0.373831,-0.467681,-0.65613,-0.112834,-0.648835,-1.32094,-2.15257,-0.732963
ERP44,1.67649,1.31005,1.05451,0.587268,0.749942,0.541794,0.270956,0.157907,-0.14385,-0.480822,-0.905058,-0.888325,-1.30623,-1.4724,-1.15223
ERRFI1,1.90175,1.34536,0.873885,0.569087,1.02895,0.0499409,0.0378987,-0.399051,-0.518455,-0.474056,-0.232351,-0.417382,-1.91333,-1.2142,-0.638045
ESCO2,1.56088,0.855325,0.421435,0.1757,0.20267,0.261421,0.44422,1.28211,0.849937,-0.274254,-0.666917,-0.700035,-1.60283,-1.8655,-0.944162
ETV7,1.74412,1.29389,0.920971,1.03312,0.857607,0.870081,-0.150043,-0.384256,-0.619674,-0.88167,-0.949213,-0.645624,-0.943686,-0.942173,-1.20345
EXO5,2.30498,1.41102,0.479774,0.871272,0.628662,-0.0682969,-0.534564,0.354675,-0.945621,-0.649329,-0.245795,-0.543411,-0.899704,-0.889951,-1.27371
EXOSC4,0.568127,1.69615,1.50681,0.781961,1.02671,0.760426,0.193051,-0.540966,-0.551226,-0.62675,-0.570519,-1.3501,-0.707615,-1.42545,-0.760603
FABP2,0.430861,1.24846,0.662851,0.561129,0.688287,1.17128,0.925496,-0.309773,-0.716758,-0.540417,-0.0176339,-0.207725,-1.87416,-2.08276,0.0608546
FAM110A,1.21877,1.71432,1.5768,0.993645,0.199219,0.47507,-0.399668,-0.449153,-0.118927,-0.296102,-0.608706,-0.823428,-0.772708,-1.18416,-1.52497
FAM127B,1.92402,1.28264,0.446857,0.85429,0.0921506,0.720152,-0.155286,-0.507234,0.0845155,-0.616384,-1.6975,-0.41407,-1.36201,-1.16488,0.512734
FAM134B,1.1408,1.36944,1.23673,0.861796,0.815404,0.509785,-0.26866,0.239481,-0.433263,-0.210342,-0.09625,-1.1538,-1.53056,-1.74278,-0.737776
FAM172BP,1.93956,1.41208,0.627334,0.141322,-0.301198,0.148353,0.627833,-0.0972771,0.531769,-0.856382,-0.80714,0.335853,-0.684775,-1.00235,-2.01499
FAM192A,1.72461,1.26914,1.04806,0.799595,0.322667,0.511131,0.522089,0.388618,-0.596947,-0.778655,-0.470875,-1.1931,-0.94074,-1.32322,-1.28239
FAM206A,1.13884,1.59246,1.14962,0.673198,0.562184,0.845077,0.237453,0.500512,-0.913418,-1.2303,-0.351936,-1.24416,-1.24325,-0.950205,-0.766072
FAM20A,0.277383,0.11022,0.641273,0.830219,1.2769,0.87281,0.461039,0.215338,-0.25811,-0.331483,-0.822494,-0.655619,-1.85496,-1.98513,1.22261
FAM212A,1.96561,1.40715,1.59869,0.634291,-0.172161,0.666982,-0.880016,-0.303382,-0.70802,-0.568446,-1.20085,-0.739172,-0.391827,-0.785299,-0.523553
FAM222B,1.59507,1.41527,1.25376,1.09119,0.173487,-0.0497651,-0.691534,0.176264,-0.608082,-0.571312,-0.704314,-0.761792,-1.26613,-1.57942,0.527302
FAM46A,2.09101,1.80811,0.643272,0.61393,0.623924,0.233511,-0.494392,-0.549847,-0.483848,-0.938895,-0.35576,-0.815793,-0.437853,-0.42051,-1.51686
FAM63B,0.869634,1.15158,1.11658,0.754472,0.697853,1.00735,-0.0220326,0.356013,-0.363608,-0.124274,-0.972655,-0.878635,-1.79718,-1.83719,0.0420987
FAM69A,2.20435,0.973111,0.982356,0.215653,-0.302043,-0.20269,-0.127422,0.570493,0.425461,0.351889,-0.446108,-1.33843,-1.23013,-1.64815,-0.428345
FAM72D,2.21433,0.86889,0.800574,0.16887,0.329811,-0.532595,0.0914286,1.05615,0.19376,-0.611473,-0.455046,-1.78097,-0.326551,-0.673481,-1.3437
FAM81B,2.09095,1.4569,0.76068,1.15386,0.377551,0.269994,-0.721873,-0.753234,-0.64525,-0.406237,-0.20244,-1.1254,-1.14558,-0.0680245,-1.04191
FAM98A,1.52625,0.868309,1.04534,0.593393,0.485102,0.125145,-0.0319439,0.534695,0.486304,0.0308331,-0.700986,-0.962721,-1.7728,-2.02335,-0.203579
FANCL,1.94669,1.71182,0.849507,0.840832,0.178808,-0.114712,-0.939443,0.041792,-0.573832,-0.614491,-0.267358,-0.783238,-0.232545,-1.85482,-0.189
FAP,3.15651,0.546388,0.114881,0.198209,0.414468,0.464837,-0.00821625,-0.333919,-0.265914,-0.641814,-0.749099,-0.792674,-0.594906,-0.649938,-0.858811
FARSB,1.6234,1.24441,1.0697,0.376507,0.262699,-0.429494,0.306085,0.949152,0.195803,-0.528122,-0.471982,-0.904287,-1.22542,-2.06366,-0.40479
FBXO28,1.67285,1.31622,1.23325,0.551068,0.602269,0.404889,0.00458495,0.036673,-0.268812,-0.0792261,-0.369868,-0.995866,-1.13293,-1.80398,-1.17112
FBXO39,1.76037,1.8128,0.716238,0.821342,0.693555,0.619274,-0.258914,-0.267454,-0.613885,-0.710686,-0.985622,-0.697422,-0.695736,-0.78563,-1.40823
FBXO5,1.60164,0.751829,0.778047,0.586514,0.221545,0.128343,-0.0807496,1.20447,0.710414,0.154866,-0.738336,-1.55446,-1.56617,-1.23827,-0.959686
FBXO6,1.67142,1.20045,1.01711,0.933272,0.771808,0.798259,-0.0221415,-0.133796,-0.496036,-0.628322,-0.768369,-0.869552,-0.567862,-1.25878,-1.64746
FER,2.14992,1.50618,0.945693,0.437993,0.290343,0.495915,-0.0556354,-0.602196,-0.224583,-0.517915,-0.279987,-1.31043,-0.362297,-1.34542,-1.12758
FKBP11,1.40793,0.767645,0.3936,0.285858,0.249549,0.425963,0.280364,0.907145,1.01932,0.368935,-0.89022,-0.97501,-1.98597,-1.69389,-0.561224
FKBP2,1.60557,1.02876,0.717092,0.837901,0.431179,0.028275,0.357179,0.651252,0.370129,0.12571,-0.684296,-1.27116,-1.09216,-1.83333,-1.2721
FKBPL,2.18357,0.805887,1.63835,0.643577,0.295833,0.168644,-0.904816,-0.13032,-0.496508,-1.03632,-0.0956261,-0.581632,-0.555556,-0.382836,-1.55224
FLJ22447,0.642888,1.59559,1.35692,0.818244,0.944098,1.03064,0.081824,-0.458216,-0.533211,-0.991577,-1.00879,-0.496952,-1.71095,-0.851186,-0.419323
FMR1,2.00411,1.6953,0.487935,0.452577,0.552646,0.961374,-0.261305,-0.263482,-0.590824,-0.493855,-0.415466,-0.658547,-1.18858,-1.34552,-0.936368
FNBP1L,1.99375,1.26628,0.772938,0.714693,0.751462,0.917171,-0.045637,-0.410826,-0.760384,-0.579116,-0.736574,-1.26221,-0.7586,-1.36536,-0.497588
FOXN2,1.91814,1.25105,0.995443,0.756308,0.656001,0.251976,0.338967,-0.113401,-0.395754,-0.461771,-0.571163,-1.47615,-1.04374,-1.49409,-0.611805
FRMD3,2.08866,1.09791,0.913724,0.628423,0.404371,0.617005,-0.104516,-0.273738,-0.341646,-0.311321,-0.180383,-0.478031,-1.06198,-1.01227,-1.98621
FRMD4B,1.15418,1.65466,1.53434,0.562498,0.685991,0.396877,0.636787,-0.624147,-0.598844,-0.422925,-0.683534,-0.692186,-1.13485,-1.32641,-1.14244
FRS2,1.32406,1.23449,1.26386,1.19134,0.651249,-0.121859,0.146512,0.0301352,-0.310366,-0.85604,0.111724,-0.86821,-0.539533,-1.79173,-1.46564
FUCA1,1.21716,1.53552,2.13042,0.0267449,0.395516,-0.0196205,0.361355,-0.424118,-0.323148,-0.293573,-0.190685,-1.05388,-0.989782,-1.29483,-1.07708
FYTTD1,2.48992,1.12162,1.31054,0.603774,0.128476,-0.373713,-0.154702,-0.37858,-0.36958,-0.411307,-0.260135,-0.942285,-1.01076,-1.27467,-0.478593
FZD3,1.06992,1.27429,1.67908,0.330525,-0.66052,-0.337958,-0.324259,1.3242,0.323997,0.133094,-0.290611,-0.987594,-0.792157,-1.77376,-0.968259
G0S2,1.27234,1.53862,1.08496,1.08006,0.770101,0.427702,0.243411,-0.0358834,-0.350058,-0.57603,-1.49532,-1.10592,-0.883412,-0.670454,-1.30012
GABPB1,2.22062,1.53337,0.908216,0.725004,-0.0343143,-0.398758,-0.111235,-0.192548,-0.0183959,0.0205541,-0.22718,-0.963569,-0.82615,-1.21542,-1.42019
GADD45A,1.04375,1.38403,0.853537,0.564138,1.61158,0.969695,-0.495289,-1.12228,-0.528165,-0.328854,-0.857379,-0.554034,-0.651952,-1.74063,-0.148134
GALM,1.76623,1.24682,1.01102,0.68934,0.785399,0.781412,-0.0239569,0.142679,-0.319268,-0.564016,-0.92347,-1.00123,-1.23126,-1.13121,-1.2285
GBP3,1.32159,1.76861,0.388768,0.981959,0.836462,1.02968,0.0685822,0.0927366,-0.677279,-0.678688,-0.994636,-1.09271,-0.920002,-1.18463,-0.940445
GBP4,2.47633,0.9505,0.754616,0.717443,0.480308,0.705213,0.00453782,-0.321831,-0.566074,-0.882331,-0.903136,-0.668853,-0.577237,-1.08,-1.08948
GCC2,2.80112,0.944397,0.971978,0.301795,0.0640139,0.336555,-0.360318,-0.122773,-0.483686,-0.647901,-0.42059,-0.953962,-0.920221,-1.09844,-0.41197
GCH1,2.17151,1.05441,1.03337,0.910407,0.615836,0.326736,0.26352,-0.336771,-0.730109,-0.971355,-0.865772,-0.852306,-0.629221,-0.622196,-1.36806
GCLM,1.16317,1.5048,1.19543,1.2469,0.628989,0.418331,-0.0711161,-0.0762642,-0.132174,-0.101118,-0.945403,-1.39477,-1.23976,-1.10322,-1.09379
GCOM1,2.53323,0.966337,0.873769,0.585481,0.33976,0.269167,-0.120406,-0.06018,-0.380976,-0.210653,-0.348747,-0.879213,-1.15003,-1.27065,-1.14689
GFPT1,1.32586,0.844642,1.07206,0.390305,0.470731,0.184281,0.280859,0.740639,0.81933,0.0180594,-0.63731,-1.12821,-1.69512,-1.8492,-0.836915
GNA13,0.82654,1.70344,1.3082,1.04999,0.952076,0.396741,-0.127411,-1.18058,-0.296187,0.0993332,-0.476137,-0.801731,-1.49973,-0.955157,-0.99939
GNL2,1.65826,1.08608,1.39337,0.266933,0.468576,-0.171673,0.243591,0.686273,0.39802,-0.661157,-0.33923,-0.862974,-1.40543,-1.24355,-1.51709
GNPDA1,1.94169,1.33684,0.940791,0.969638,0.0800234,0.0263235,-0.747164,-0.173655,0.270879,0.125247,-0.0403599,-0.734812,-1.45666,-1.11656,-1.42222
GOLGA5,1.40219,1.35088,1.00156,0.295769,0.793486,0.576601,0.40865,0.45452,-0.351285,-0.165006,-0.518716,-1.46695,-1.37584,-1.66339,-0.742474
GOT1,1.43233,1.00565,1.35448,-0.0422721,0.51377,0.160298,-0.0551077,0.319256,1.09313,-0.311342,-0.325628,-0.75678,-1.70664,-1.67862,-1.00252
GP1BA,1.25019,1.47958,1.3692,1.0727,0.422369,0.539625,0.071323,-0.0961455,-0.566064,-0.48737,-0.431112,-1.00219,-1.33511,-1.68786,-0.599129
GPBP1,2.01065,1.37019,1.01417,0.903589,0.71236,0.353223,-0.088629,-0.262199,-0.890335,-0.685597,-0.611348,-1.11248,-0.821903,-1.25175,-0.639938
GPD2,1.84341,1.36123,0.932028,0.596834,0.911775,0.431595,0.147775,-0.127012,-0.355391,-0.579912,-0.548362,-0.815912,-1.41337,-1.50732,-0.877373
GPR180,1.88024,1.56373,1.14086,0.653997,0.331994,0.245708,-0.623518,0.172678,-0.274625,-0.228145,-0.336069,-0.640152,-1.31818,-1.36961,-1.1989
GRPEL2,1.77135,1.63873,1.51707,0.503492,-0.74134,-0.732494,-0.396861,0.267293,0.184143,-0.349029,-0.329419,-0.17863,-0.380257,-1.29117,-1.48288
GSTTP2,1.82112,0.286076,0.238029,1.69366,-0.113439,0.349834,-1.61423,-0.372671,-0.764091,-0.0135696,-0.275973,0.864932,-0.125158,-0.143638,-1.83088
GTF2A1,1.52571,1.44628,0.996404,0.465747,0.267997,0.583773,-0.0542618,0.618602,0.034598,-0.113931,-0.557389,-0.79733,-1.3103,-1.74232,-1.36358
GTF2A2,2.78185,0.591209,0.785581,0.382805,0.212663,0.3124,-0.0163018,0.0778707,-0.0945948,-0.492627,-0.602909,-0.646357,-0.762396,-1.56985,-0.959343
HAUS6,1.99456,1.7894,1.29337,0.620522,-0.532894,-0.385549,-1.19176,0.245299,-0.730944,-0.621675,-0.476228,-0.489904,-0.747127,-0.935302,0.168241
HCCS,2.46779,1.04682,1.38209,0.633787,0.0782275,-0.236311,-0.161861,0.0471552,-0.284788,-0.651215,-0.815497,-1.00944,-0.841578,-1.09659,-0.558584
HELZ2,1.79376,1.47852,0.444842,0.973485,1.17835,0.617267,-0.42137,-0.386537,-0.557946,-0.927973,-1.41435,-0.964335,-0.292309,-0.694195,-0.827207
HESX1,1.98265,1.40424,0.471846,1.07326,1.12897,0.295099,0.0507417,-0.550648,-0.752122,-0.905525,-0.834427,-0.758932,-0.625422,-0.837279,-1.14244
HEY2,2.30751,1.62885,1.13951,0.210618,-0.486028,0.443256,-0.671057,-0.38352,-0.306881,-0.108498,-0.819884,-0.713606,-0.584552,-1.39773,-0.257995
HIF1A-AS1,1.19056,2.34239,0.0706531,1.03505,0.50884,0.712349,-0.481987,-0.794653,-0.736368,-0.622361,-0.313977,-0.767314,-0.304646,-1.62264,-0.21589
HINT3,1.96178,0.700786,1.12875,0.678663,0.756434,0.582509,0.033392,0.137117,-0.32263,-0.396116,-0.643248,-0.922597,-0.541799,-1.25721,-1.89583
HIST1H1C,2.24808,1.1181,0.962706,0.643173,0.027055,-0.236389,-0.0317872,0.382978,0.0161422,-0.318301,-0.129752,-0.784098,-0.925121,-1.21857,-1.75421
HIST1H1E,1.80304,1.02257,1.24563,0.510053,0.189298,-0.16397,0.19434,0.632965,0.355609,-0.130498,-0.524336,-0.796022,-1.3278,-1.65164,-1.35924
HIST1H2AE,2.04886,0.8087,0.909594,0.639136,0.141004,0.21841,0.437516,0.496939,0.0480611,-0.294381,-0.202784,-0.971485,-1.50583,-1.71711,-1.05663
HIST1H2AI,1.80579,1.22271,0.990071,0.965479,0.723124,0.294995,0.0515208,0.295985,-0.371782,-0.523522,-0.633692,-1.13683,-1.22405,-1.25901,-1.20079
HIST1H2AK,2.02,1.14645,0.394325,0.846007,1.1157,0.665569,-0.442237,0.151396,-0.618454,-1.39164,-0.346203,-0.610583,-0.834593,-0.799461,-1.29626
HIST1H2BH,1.59843,1.36569,1.0316,0.973592,0.64439,0.513582,0.139737,-0.142981,-0.337757,-0.217029,-0.608599,-0.944917,-1.21347,-1.51408,-1.2882
HIST1H2BL,2.36876,0.97873,-0.219706,0.164616,0.266562,-0.438869,0.0555956,1.20969,0.430264,-0.136889,-1.29246,-0.87248,-0.267446,-0.678498,-1.56786
HIST1H2BN,1.8563,1.25137,1.03508,0.873499,0.694685,0.387561,-0.0643248,-0.0130666,-0.252908,-0.720704,-0.492221,-1.11955,-0.849284,-1.72425,-0.862181
HIST1H2BO,1.43265,1.20999,1.21799,0.928302,0.549009,0.741091,0.0979563,0.0381395,-0.22697,-0.413117,-0.542399,-1.01496,-1.38227,-1.73403,-0.901377
HIST1H3H,1.63407,1.29801,1.03795,1.07461,0.591072,0.26324,0.153954,-0.0289772,-0.333436,-0.238506,-0.567583,-0.785726,-1.05922,-1.76566,-1.2738
HIST1H4E,1.81633,1.26603,0.619412,0.907962,1.13865,0.747104,-0.230253,-0.209212,-0.62606,-0.857445,-0.264051,-1.02747,-1.2813,-0.850109,-1.1496
HIST1H4I,1.18302,0.771308,0.782762,0.751171,1.14117,0.95071,-0.0144,0.180762,0.0989113,-0.304107,-0.246613,-1.1384,-1.16527,-2.3016,-0.689415
HIST2H2AA4,1.78634,1.15676,1.03115,0.736151,0.436619,0.253058,0.320142,0.281479,-0.0579278,-0.377657,-0.447763,-0.74021,-1.16819,-1.50925,-1.70071
HIST2H2BB,2.10576,1.23335,0.98332,0.598979,0.200794,0.216941,0.0521269,0.334359,0.139573,-0.808064,-0.417522,-0.764725,-1.18475,-1.5231,-1.16704
HIST2H3D,1.42221,1.61014,0.27854,0.826698,1.30331,0.819997,0.262543,0.0153507,-0.831469,-0.913451,-0.805057,-1.06055,-0.896867,-1.1087,-0.922698
HIST4H4,1.56432,0.849266,0.631364,1.14859,0.881869,0.964485,-0.442437,0.290755,-0.277603,-0.646671,-0.172655,-0.576494,-1.19242,-1.88463,-1.13774
HLA-DRB6,1.99459,1.01771,1.34719,0.612871,0.634825,0.455464,-0.819945,-0.467532,-0.48302,-0.353089,-0.035747,-0.166602,-1.37311,-1.51961,-0.844003
HLTF,2.46779,0.942067,0.846871,0.71576,0.0275115,0.156951,-0.0795203,0.249054,-0.133274,-0.572426,-0.511784,-0.657165,-1.38715,-1.58208,-0.482604
HMCES,1.68196,0.604662,1.37444,0.337293,0.184627,0.16817,-0.312093,0.57374,0.364532,0.399958,0.0136753,-0.742311,-1.71713,-1.80051,-1.131
HMGN4,1.59533,1.25495,1.39645,0.872357,0.0399669,0.365853,0.302398,0.221067,-0.242406,-0.756636,-0.26991,-0.617522,-1.42009,-1.24368,-1.49812
HMP19,1.90168,0.00347067,1.0827,0.184427,0.880068,0.437201,-0.299323,-0.850785,-0.449392,-0.389011,-0.181637,0.669105,0.491558,-1.37447,-2.10559
HPS3,1.64383,1.368,1.30593,0.547603,0.353584,0.290704,0.0941791,-0.0827952,-0.272949,-0.437334,-0.558549,-0.791765,-1.83261,-1.62256,-0.00526407
